DEPREG,MUPREG,MESREG,AÑOREG,DIAOCU,MESOCU,DEPOCU,MUPOCU,EDADHOM,EDADMUJ,GETHOM,GETMUJ,NACHOM,NACMUJ,ESCHOM,ESCMUJ,OCUHOM,OCUMUJ,origen_archivo,PUEHOM,PUEMUJ,CIUOHOM,CIUOMUJ,depreg,mupreg,mesreg,añoreg,diaocu,mesocu,añoocu,depocu,mupocu,edadhom,edadmuj,grethom,gretmuj,nachom,nacmuj,escohom,escomuj,ocupahom,ocupamuj,AÑOOCU,PPERHOM,PPERMUJ
,,,,,,,,,,,,,,,,,,Divorcios11.sav,,,,,Guatemala,Guatemala,Febrero,2012.0,9.0,Diciembre,2011.0,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,"Conductores de automóviles, taxis y camionetas",Oficios domésticos no remunerados,,,
,,,,,,,,,,,,,,,,,,Divorcios11.sav,,,,,Guatemala,Guatemala,Abril,2012.0,9.0,Junio,2011.0,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,"Conductores de automóviles, taxis y camionetas",Oficios domésticos no remunerados,,,
,,,,,,,,,,,,,,,,,,Divorcios11.sav,,,,,Alta Verapaz,Tactic,Septiembre,2011.0,19.0,Mayo,2011.0,Alta Verapaz,Cobán,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,"Conductores de automóviles, taxis y camionetas",Oficios domésticos no remunerados,,,
,,,,,,,,,,,,,,,,,,Divorcios11.sav,,,,,Guatemala,Guatemala,Septiembre,2011.0,16.0,Febrero,2011.0,Guatemala,Mixco,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,"Conductores de automóviles, taxis y camionetas",Oficios domésticos no remunerados,,,
,,,,,,,,,,,,,,,,,,Divorcios11.sav,,,,,Guatemala,Guatemala,Agosto,2011.0,14.0,Julio,2011.0,Guatemala,Guatemala,49.0,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguna,Ignorado,"Conductores de automóviles, taxis y camionetas",Oficios domésticos no remunerados,,,
,,,,,,,,,,,,,,,,,,Divorcios11.sav,,,,,Guatemala,Guatemala,Junio,2011.0,4.0,Abril,2011.0,Guatemala,Guatemala,65.0,65.0,No indigena,No indigena,Guatemala,Guatemala,Primaria,Diversificado,"Conductores de automóviles, taxis y camionetas",Oficios domésticos no remunerados,,,
,,,,,,,,,,,,,,,,,,Divorcios11.sav,,,,,Escuintla,Escuintla,Enero,2012.0,27.0,Octubre,2011.0,Escuintla,Escuintla,51.0,54.0,No indigena,No indigena,Guatemala,Guatemala,Primaria,Ninguna,Conductores de camiones pesados,Oficios domésticos no remunerados,,,
,,,,,,,,,,,,,,,,,,Divorcios11.sav,,,,,Guatemala,Guatemala,Julio,2011.0,9.0,Junio,2011.0,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Pintores y empapeladores,Oficios domésticos no remunerados,,,
,,,,,,,,,,,,,,,,,,Divorcios11.sav,,,,,Guatemala,Guatemala,Septiembre,2011.0,23.0,Febrero,2011.0,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Pintores y empapeladores,Oficios domésticos no remunerados,,,
,,,,,,,,,,,,,,,,,,Divorcios11.sav,,,,,Jutiapa,San José Acatempa,Agosto,2011.0,21.0,Junio,2011.0,Jutiapa,Jutiapa,27.0,23.0,No indigena,No indigena,Guatemala,Guatemala,Diversificado,Primaria,Policías,Oficios domésticos no remunerados,,,
,,,,,,,,,,,,,,,,,,Divorcios11.sav,,,,,Chiquimula,Chiquimula,Marzo,2011.0,21.0,Febrero,2011.0,Chiquimula,Chiquimula,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ocupacion no bien especificada,Oficios domésticos no remunerados,,,
,,,,,,,,,,,,,,,,,,Divorcios11.sav,,,,,Chiquimula,Chiquimula,Septiembre,2011.0,28.0,Marzo,2011.0,Chiquimula,Chiquimula,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ocupacion no bien especificada,Oficios domésticos no remunerados,,,
,,,,,,,,,,,,,,,,,,Divorcios11.sav,,,,,Izabal,Puerto Barrios,Marzo,2011.0,1.0,Febrero,2011.0,Izabal,Puerto Barrios,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,"Sastres, modistos, peleteros y sombrereros",Oficios domésticos no remunerados,,,
,,,,,,,,,,,,,,,,,,Divorcios11.sav,,,,,Jutiapa,San José Acatempa,Octubre,2011.0,31.0,Agosto,2011.0,Jutiapa,Jutiapa,31.0,25.0,No indigena,No indigena,Guatemala,Guatemala,Primaria,Primaria,Policías,Oficios domésticos no remunerados,,,
,,,,,,,,,,,,,,,,,,Divorcios11.sav,,,,,Escuintla,Escuintla,Enero,2012.0,12.0,Agosto,2011.0,Escuintla,Escuintla,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Soldadores y oxicortadores,Oficios domésticos no remunerados,,,
,,,,,,,,,,,,,,,,,,Divorcios11.sav,,,,,Guatemala,Guatemala,Octubre,2011.0,19.0,Julio,2011.0,Guatemala,Guatemala,Ignorado,27.0,Ignorado,No indigena,Guatemala,Guatemala,Ignorado,Básico,Soldadores y oxicortadores,Oficios domésticos no remunerados,,,
,,,,,,,,,,,,,,,,,,Divorcios11.sav,,,,,Guatemala,Guatemala,Enero,2012.0,18.0,Julio,2011.0,Guatemala,Guatemala,26.0,26.0,No indigena,No indigena,Guatemala,Guatemala,Universitario,Diversificado,Técnicos en redes y sistemas de computadores,Oficios domésticos no remunerados,,,
,,,,,,,,,,,,,,,,,,Divorcios11.sav,,,,,Guatemala,Guatemala,Agosto,2011.0,10.0,Junio,2011.0,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Técnicos en ingeniería mecánica,Oficios domésticos no remunerados,,,
,,,,,,,,,,,,,,,,,,Divorcios11.sav,,,,,Escuintla,San José,Agosto,2011.0,15.0,Julio,2011.0,Escuintla,Escuintla,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Conductores de camiones pesados,Oficios domésticos no remunerados,,,
,,,,,,,,,,,,,,,,,,Divorcios11.sav,,,,,Guatemala,Guatemala,Septiembre,2011.0,14.0,Julio,2011.0,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Cristaleros,Oficios domésticos no remunerados,,,
,,,,,,,,,,,,,,,,,,Divorcios11.sav,,,,,Guatemala,Guatemala,Marzo,2011.0,7.0,Febrero,2011.0,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Zapateros y afines,Oficios domésticos no remunerados,,,
,,,,,,,,,,,,,,,,,,Divorcios11.sav,,,,,Guatemala,Guatemala,Diciembre,2011.0,12.0,Octubre,2011.0,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Zapateros y afines,Oficios domésticos no remunerados,,,
,,,,,,,,,,,,,,,,,,Divorcios11.sav,,,,,Guatemala,Villa Nueva,Mayo,2011.0,14.0,Abril,2011.0,Guatemala,Villa Nueva,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Zapateros y afines,Oficios domésticos no remunerados,,,
,,,,,,,,,,,,,,,,,,Divorcios11.sav,,,,,Escuintla,Escuintla,Septiembre,2011.0,12.0,Agosto,2011.0,Escuintla,Escuintla,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Comerciantes de tiendas,Oficios domésticos no remunerados,,,
,,,,,,,,,,,,,,,,,,Divorcios11.sav,,,,,Huehuetenango,La Democracia,Diciembre,2011.0,21.0,Noviembre,2011.0,Huehuetenango,La Democracia,Ignorado,28.0,Ignorado,Indigena,Guatemala,Guatemala,Ignorado,Ninguna,Agricultores y trabajadores calificados de cultivos extensivos,Oficios domésticos no remunerados,,,
,,,,,,,,,,,,,,,,,,Divorcios11.sav,,,,,Huehuetenango,La Democracia,Julio,2011.0,10.0,Junio,2011.0,Huehuetenango,La Democracia,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Albañiles,Oficios domésticos no remunerados,,,
,,,,,,,,,,,,,,,,,,Divorcios11.sav,,,,,Guatemala,Guatemala,Junio,2011.0,10.0,Marzo,2011.0,Guatemala,Guatemala,49.0,43.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguna,Ninguna,Albañiles,Oficios domésticos no remunerados,,,
,,,,,,,,,,,,,,,,,,Divorcios11.sav,,,,,Huehuetenango,La Democracia,Noviembre,2011.0,22.0,Agosto,2011.0,Huehuetenango,La Democracia,31.0,Ignorado,No indigena,Ignorado,Guatemala,Guatemala,Diversificado,Ninguna,Estudiante,Oficios domésticos no remunerados,,,
,,,,,,,,,,,,,,,,,,Divorcios11.sav,,,,,Totonicapan,Totonicapán,Julio,2011.0,25.0,Febrero,2011.0,Totonicapan,Totonicapán,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguna,Ninguna,Operadores de telares y otras máquinas tejedoras,Oficios domésticos no remunerados,,,
,,,,,,,,,,,,,,,,,,Divorcios11.sav,,,,,Guatemala,Guatemala,Enero,2012.0,9.0,Diciembre,2011.0,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Arquitectos,Arquitectos,,,
,,,,,,,,,,,,,,,,,,Divorcios11.sav,,,,,Guatemala,Guatemala,Octubre,2011.0,10.0,Octubre,2011.0,Guatemala,Guatemala,34.0,32.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguna,Ninguna,Abogados,Arquitectos,,,
,,,,,,,,,,,,,,,,,,Divorcios11.sav,,,,,Guatemala,Guatemala,Noviembre,2011.0,13.0,Octubre,2011.0,Guatemala,Guatemala,33.0,33.0,No indigena,No indigena,Guatemala,Guatemala,Universitario,Universitario,Ingenieros mecánicos,Arquitectos,,,
,,,,,,,,,,,,,,,,,,Divorcios11.sav,,,,,Guatemala,Guatemala,Junio,2011.0,5.0,Mayo,2011.0,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Arquitectos,,,
,,,,,,,,,,,,,,,,,,Divorcios11.sav,,,,,Guatemala,Guatemala,Febrero,2012.0,30.0,Noviembre,2011.0,Guatemala,Guatemala,22.0,23.0,Ignorado,No indigena,Guatemala,Guatemala,Básico,Diversificado,Estudiante,Empleados de servicios de información al cliente no clasificados bajo otros epígrafes,,,
,,,,,,,,,,,,,,,,,,Divorcios11.sav,,,,,Guatemala,Guatemala,Septiembre,2011.0,4.0,Agosto,2011.0,Guatemala,Guatemala,26.0,28.0,No indigena,No indigena,Guatemala,Guatemala,Universitario,Universitario,Ingenieros químicos,Contables,,,
,,,,,,,,,,,,,,,,,,Divorcios11.sav,,,,,Chimaltenango,Chimaltenango,Agosto,2011.0,15.0,Julio,2011.0,Chimaltenango,Chimaltenango,30.0,26.0,Ignorado,No indigena,Guatemala,Guatemala,Ignorado,Universitario,Estudiante,Contables,,,
,,,,,,,,,,,,,,,,,,Divorcios11.sav,,,,,Guatemala,Guatemala,Enero,2012.0,15.0,Diciembre,2011.0,Guatemala,Guatemala,26.0,24.0,No indigena,No indigena,Guatemala,Guatemala,Diversificado,Diversificado,Ocupaciones elementales no clasificadas bajo otros epígrafes,Personal de apoyo administrativo no clasificado bajo otros epígrafes,,,
,,,,,,,,,,,,,,,,,,Divorcios11.sav,,,,,Guatemala,Petapa,Septiembre,2011.0,11.0,Agosto,2011.0,Guatemala,Guatemala,37.0,41.0,Ignorado,No indigena,Guatemala,Guatemala,Ninguna,Diversificado,Agricultores y trabajadores calificados de cultivos extensivos,Profesionales de nivel medio de enfermería,,,
,,,,,,,,,,,,,,,,,,Divorcios11.sav,,,,,Guatemala,Villa Nueva,Junio,2012.0,3.0,Octubre,2011.0,Guatemala,Villa Nueva,38.0,35.0,No indigena,Ignorado,Guatemala,Guatemala,Diversificado,Ninguna,Conductores de camiones pesados,Profesionales de nivel medio de enfermería,,,
,,,,,,,,,,,,,,,,,,Divorcios11.sav,,,,,Guatemala,Guatemala,Junio,2011.0,17.0,Marzo,2011.0,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Estudiante,Profesionales de nivel medio de enfermería,,,
,,,,,,,,,,,,,,,,,,Divorcios11.sav,,,,,Guatemala,Guatemala,Septiembre,2011.0,12.0,Agosto,2011.0,Guatemala,Guatemala,30.0,30.0,No indigena,No indigena,Guatemala,Guatemala,Universitario,Diversificado,Estudiante,Profesionales de nivel medio de enfermería,,,
,,,,,,,,,,,,,,,,,,Divorcios11.sav,,,,,Alta Verapaz,San Juan Chamelco,Septiembre,2011.0,15.0,Agosto,2011.0,Alta Verapaz,Cobán,34.0,27.0,Indigena,No indigena,Guatemala,Guatemala,Universitario,Diversificado,Maestros preescolares,Profesionales de nivel medio de enfermería,,,
,,,,,,,,,,,,,,,,,,Divorcios11.sav,,,,,Jutiapa,Jalpatagua,Agosto,2011.0,30.0,Junio,2011.0,Guatemala,Guatemala,Ignorado,28.0,Ignorado,No indigena,Guatemala,Guatemala,Ninguna,Primaria,Ignorado,Profesionales de nivel medio de enfermería,,,
,,,,,,,,,,,,,,,,,,Divorcios11.sav,,,,,Jutiapa,Jutiapa,Febrero,2012.0,31.0,Octubre,2011.0,Jutiapa,Jutiapa,Ignorado,49.0,Ignorado,No indigena,Guatemala,Guatemala,Ignorado,Diversificado,Ignorado,Profesionales de nivel medio de enfermería,,,
,,,,,,,,,,,,,,,,,,Divorcios11.sav,,,,,Suchitepequez,San Bernardino,Octubre,2011.0,21.0,Junio,2011.0,Suchitepequez,San Bernardino,53.0,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Primaria,Ignorado,"Conductores de automóviles, taxis y camionetas",Profesionales de nivel medio de enfermería,,,
,,,,,,,,,,,,,,,,,,Divorcios11.sav,,,,,Guatemala,Guatemala,Septiembre,2011.0,29.0,Julio,2011.0,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Técnicos en redes y sistemas de computadores,Técnicos en redes y sistemas de computadores,,,
,,,,,,,,,,,,,,,,,,Divorcios11.sav,,,,,Guatemala,Guatemala,Marzo,2012.0,18.0,Noviembre,2011.0,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Técnicos en redes y sistemas de computadores,Técnicos en redes y sistemas de computadores,,,
,,,,,,,,,,,,,,,,,,Divorcios11.sav,,,,,Guatemala,Guatemala,Abril,2011.0,11.0,Enero,2011.0,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Estudiante,Técnicos en redes y sistemas de computadores,,,
,,,,,,,,,,,,,,,,,,Divorcios11.sav,,,,,Santa Rosa,Cuilapa,Marzo,2011.0,23.0,Febrero,2011.0,Santa Rosa,Cuilapa,25.0,28.0,No indigena,No indigena,Guatemala,Guatemala,Universitario,Diversificado,Empleados de contabilidad y cálculo de costos,Técnicos en redes y sistemas de computadores,,,
,,,,,,,,,,,,,,,,,,Divorcios11.sav,,,,,Suchitepequez,Mazatenango,Julio,2011.0,8.0,Julio,2011.0,Suchitepequez,Mazatenango,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,"Profesionales de nivel medio de servicios estadísticos, matemáticos y afines",Técnicos en redes y sistemas de computadores,,,
,,,,,,,,,,,,,,,,,,Divorcios11.sav,,,,,Guatemala,Mixco,Noviembre,2011.0,22.0,Septiembre,2011.0,Guatemala,Guatemala,31.0,30.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguna,Ninguna,Técnicos en redes y sistemas de computadores,Trabajadores y asistentes sociales de nivel medio,,,
,,,,,,,,,,,,,,,,,,Divorcios11.sav,,,,,Guatemala,Guatemala,Junio,2012.0,14.0,Abril,2011.0,Guatemala,Guatemala,22.0,24.0,No indigena,No indigena,Guatemala,Guatemala,Diversificado,Diversificado,Técnicos de ingeniería de las telecomunicaciones,Trabajadores y asistentes sociales de nivel medio,,,
,,,,,,,,,,,,,,,,,,Divorcios11.sav,,,,,Quetzaltenango,Quetzaltenango,Septiembre,2011.0,15.0,Junio,2011.0,Quetzaltenango,Quetzaltenango,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Diversificado,Ninguna,Estudiante,Trabajadores y asistentes sociales de nivel medio,,,
,,,,,,,,,,,,,,,,,,Divorcios11.sav,,,,,Guatemala,Guatemala,Agosto,2011.0,24.0,Junio,2011.0,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Dentistas,Trabajadores y asistentes sociales de nivel medio,,,
,,,,,,,,,,,,,,,,,,Divorcios11.sav,,,,,Guatemala,Guatemala,Noviembre,2011.0,26.0,Octubre,2011.0,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Estudiante,Trabajadores y asistentes sociales de nivel medio,,,
,,,,,,,,,,,,,,,,,,Divorcios11.sav,,,,,Jutiapa,Jutiapa,Diciembre,2011.0,15.0,Noviembre,2011.0,Jutiapa,Jutiapa,26.0,22.0,Ignorado,No indigena,Guatemala,Guatemala,Ignorado,Diversificado,Ignorado,Trabajadores y asistentes sociales de nivel medio,,,
,,,,,,,,,,,,,,,,,,Divorcios11.sav,,,,,Izabal,Puerto Barrios,Abril,2011.0,21.0,Marzo,2011.0,Izabal,Puerto Barrios,43.0,28.0,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Carpinteros de armar y de obra blanca,Trabajadores y asistentes sociales de nivel medio,,,
,,,,,,,,,,,,,,,,,,Divorcios11.sav,,,,,Baja Verapaz,Salamá,Junio,2012.0,19.0,Diciembre,2011.0,Baja Verapaz,Salamá,40.0,39.0,No indigena,Ignorado,Guatemala,Guatemala,Universitario,Ninguna,Estudiante,Trabajadores y asistentes sociales de nivel medio,,,
,,,,,,,,,,,,,,,,,,Divorcios11.sav,,,,,Retalhuleu,Champerico,Mayo,2011.0,18.0,Marzo,2011.0,Retalhuleu,Retalhuleu,39.0,42.0,No indigena,No indigena,Guatemala,Guatemala,Básico,Universitario,Estudiante,Trabajadores y asistentes sociales de nivel medio,,,
,,,,,,,,,,,,,,,,,,Divorcios11.sav,,,,,El Progreso,Sanarate,Septiembre,2011.0,19.0,Agosto,2011.0,El Progreso,Sanarate,23.0,23.0,No indigena,No indigena,Guatemala,Guatemala,Universitario,Diversificado,Empleados de contabilidad y cálculo de costos,Trabajadores y asistentes sociales de nivel medio,,,
,,,,,,,,,,,,,,,,,,Divorcios11.sav,,,,,Alta Verapaz,Cobán,Octubre,2011.0,6.0,Septiembre,2011.0,Alta Verapaz,Cobán,35.0,25.0,No indigena,No indigena,Guatemala,Guatemala,Primaria,Diversificado,"Conductores de automóviles, taxis y camionetas",Trabajadores y asistentes sociales de nivel medio,,,
,,,,,,,,,,,,,,,,,,Divorcios11.sav,,,,,Alta Verapaz,Cobán,Marzo,2011.0,7.0,Marzo,2011.0,Alta Verapaz,Cobán,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,"Conductores de automóviles, taxis y camionetas",Trabajadores y asistentes sociales de nivel medio,,,
,,,,,,,,,,,,,,,,,,Divorcios11.sav,,,,,Guatemala,Guatemala,Agosto,2011.0,22.0,Junio,2011.0,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Técnicos en redes y sistemas de computadores,Trabajadores y asistentes sociales de nivel medio,,,
,,,,,,,,,,,,,,,,,,Divorcios11.sav,,,,,Guatemala,Guatemala,Febrero,2012.0,21.0,Julio,2011.0,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Técnicos en redes y sistemas de computadores,Técnicos en redes y sistemas de computadores,,,
,,,,,,,,,,,,,,,,,,Divorcios11.sav,,,,,Guatemala,Guatemala,Junio,2011.0,9.0,Junio,2011.0,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Personal de apoyo administrativo no clasificado bajo otros epígrafes,Técnicos en redes y sistemas de computadores,,,
,,,,,,,,,,,,,,,,,,Divorcios11.sav,,,,,Alta Verapaz,Tactic,Diciembre,2011.0,2.0,Septiembre,2011.0,Alta Verapaz,Cobán,27.0,20.0,No indigena,No indigena,Guatemala,Guatemala,Diversificado,Diversificado,Maestros de enseñanza primaria,Técnicos en redes y sistemas de computadores,,,
,,,,,,,,,,,,,,,,,,Divorcios11.sav,,,,,Guatemala,Guatemala,Septiembre,2011.0,1.0,Agosto,2011.0,Guatemala,Guatemala,30.0,24.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguna,Ninguna,Empleados de contabilidad y cálculo de costos,Técnicos en redes y sistemas de computadores,,,
,,,,,,,,,,,,,,,,,,Divorcios11.sav,,,,,Izabal,Morales,Noviembre,2011.0,9.0,Septiembre,2011.0,Izabal,Puerto Barrios,22.0,21.0,No indigena,No indigena,Guatemala,Guatemala,Primaria,Diversificado,Estudiante,Técnicos en redes y sistemas de computadores,,,
,,,,,,,,,,,,,,,,,,Divorcios11.sav,,,,,Guatemala,Guatemala,Enero,2012.0,17.0,Marzo,2011.0,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Estudiante,Técnicos en ciencias físicas y en ingeniería no clasificados bajo otros epígrafes,,,
,,,,,,,,,,,,,,,,,,Divorcios11.sav,,,,,Guatemala,Guatemala,Julio,2011.0,7.0,Junio,2011.0,Guatemala,Villa Nueva,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ninguna,Estudiante,Técnicos en ciencias físicas y en ingeniería no clasificados bajo otros epígrafes,,,
,,,,,,,,,,,,,,,,,,Divorcios11.sav,,,,,Guatemala,Guatemala,Septiembre,2011.0,26.0,Julio,2011.0,Guatemala,Guatemala,Ignorado,22.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguna,Ninguna,Técnicos en redes y sistemas de computadores,Delineantes y dibujantes técnicos,,,
,,,,,,,,,,,,,,,,,,Divorcios11.sav,,,,,Izabal,El Estor,Junio,2011.0,13.0,Mayo,2011.0,Izabal,El Estor,31.0,25.0,No indigena,No indigena,Guatemala,Guatemala,Diversificado,Diversificado,Estudiante,"Profesionales de nivel medio de servicios estadísticos, matemáticos y afines",,,
,,,,,,,,,,,,,,,,,,Divorcios11.sav,,,,,Quetzaltenango,Quetzaltenango,Noviembre,2011.0,9.0,Septiembre,2011.0,Quetzaltenango,Quetzaltenango,37.0,33.0,No indigena,No indigena,Guatemala,Guatemala,Ignorado,Ignorado,Médicos especialistas,Otros profesionales de nivel medio en actividades culturales y artísticas,,,
,,,,,,,,,,,,,,,,,,Divorcios11.sav,,,,,Guatemala,Guatemala,Octubre,2011.0,27.0,Julio,2011.0,Guatemala,Guatemala,27.0,28.0,Ignorado,No indigena,Guatemala,Guatemala,Diversificado,Diversificado,Empleados de contabilidad y cálculo de costos,Otros profesionales de nivel medio en actividades culturales y artísticas,,,
,,,,,,,,,,,,,,,,,,Divorcios11.sav,,,,,Escuintla,Escuintla,Abril,2011.0,18.0,Febrero,2011.0,Escuintla,Escuintla,33.0,27.0,No indigena,No indigena,Guatemala,Guatemala,Ignorado,Diversificado,Mecánicos y reparadores de vehículos de motor,Otros profesionales de nivel medio en actividades culturales y artísticas,,,
,,,,,,,,,,,,,,,,,,Divorcios11.sav,,,,,Quetzaltenango,Cantel,Diciembre,2011.0,15.0,Noviembre,2011.0,Quetzaltenango,Quetzaltenango,44.0,38.0,Indigena,Indigena,Guatemala,Guatemala,Primaria,Primaria,Carpinteros de armar y de obra blanca,"Costureros, bordadores y afines",,,
,,,,,,,,,,,,,,,,,,Divorcios11.sav,,,,,Quetzaltenango,Cantel,Enero,2012.0,29.0,Diciembre,2011.0,Quetzaltenango,Quetzaltenango,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,"Sastres, modistos, peleteros y sombrereros","Costureros, bordadores y afines",,,
,,,,,,,,,,,,,,,,,,Divorcios11.sav,,,,,Guatemala,Guatemala,Diciembre,2011.0,7.0,Septiembre,2011.0,Guatemala,Guatemala,22.0,24.0,No indigena,No indigena,Guatemala,Guatemala,Diversificado,Diversificado,"Profesionales de nivel medio de servicios estadísticos, matemáticos y afines",Cajeros de bancos y afines,,,
,,,,,,,,,,,,,,,,,,Divorcios11.sav,,,,,Guatemala,Guatemala,Diciembre,2011.0,15.0,Junio,2011.0,Guatemala,Guatemala,29.0,25.0,Ignorado,No indigena,Guatemala,Guatemala,Ignorado,Universitario,Dentistas,"Músicos, cantantes y compositores",,,
,,,,,,,,,,,,,,,,,,Divorcios11.sav,,,,,Guatemala,Mixco,Junio,2012.0,3.0,Febrero,2011.0,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ocupacion no bien especificada,"Músicos, cantantes y compositores",,,
,,,,,,,,,,,,,,,,,,Divorcios11.sav,,,,,Guatemala,Guatemala,Noviembre,2011.0,28.0,Septiembre,2011.0,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Directores de administración y servicios no clasificados bajo otros epígrafes,Chefs,,,
,,,,,,,,,,,,,,,,,,Divorcios11.sav,,,,,Guatemala,Guatemala,Febrero,2011.0,14.0,Enero,2011.0,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Agrónomos y afines,Comerciantes de tiendas,,,
,,,,,,,,,,,,,,,,,,Divorcios11.sav,,,,,Guatemala,Guatemala,Febrero,2011.0,31.0,Enero,2011.0,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Comerciantes de tiendas,Comerciantes de tiendas,,,
,,,,,,,,,,,,,,,,,,Divorcios11.sav,,,,,Guatemala,Guatemala,Mayo,2012.0,18.0,Agosto,2011.0,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Comerciantes de tiendas,Comerciantes de tiendas,,,
,,,,,,,,,,,,,,,,,,Divorcios11.sav,,,,,Escuintla,Nueva Concepción,Abril,2011.0,29.0,Marzo,2011.0,Suchitepequez,Mazatenango,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Comerciantes de tiendas,Comerciantes de tiendas,,,
