categoria,etiqueta,frecuencia,porcentaje
9,9,35655,50.9765
4,4,11559,16.5261
1,1,8963,12.8145
2,2,5578,7.975
3,3,4644,6.6396
5,5,2964,4.2377
0,0,542,0.7749
6,6,39,0.0558
