categoria,etiqueta,frecuencia,porcentaje
9,9,36079,51.5827
4,4,11120,15.8984
1,1,8533,12.1998
2,2,5850,8.3638
3,3,4600,6.5767
5,5,3230,4.618
0,0,457,0.6534
6,6,75,0.1072
